article_id,category,title,date,positive_score,neutral_score,negative_score
269,health,Supporters of paid sick leave in B.C. advocate from Vancouver and Victoria,,0.4,0.7,0.2
270,health,Schools urged to ditch pre-Cup Day holiday - Herald Sun,,1.0,0.1,0.0
271,health,"Province reports 170 new cases of COVID-19, no new deaths",,0.7,0.3,0.0
272,health,BYU’s win over Wazzu a confidence-builder ahead of former coach Bronco Mendenhall coming to town,,0.8,0.0,0.1
273,health,Exclusive: African Union to buy up to 110 million Moderna COVID-19 vaccines - officials,,0.8,0.0,0.2
274,health,Red Cross urges action for COVID-hit PNG,,1.0,0.0,0.0
275,health,FDA panel meets Tuesday to discuss COVID-19 vaccine for children,,0.8,0.0,0.0
276,health,Ed Sheeran will hold planned performances from home after testing positive for COVID-19,,0.9,0.0,0.0
277,health,Vellore records 14 fresh cases of infection,,0.8,0.0,0.2
278,health,Pac-12 men’s basketball preview: Can league capitalize on record-setting NCAA Tournament performances?,,0.2,0.0,0.8
279,health,'Striking' rise in pregnant women in ICU for Covid treatment,,0.2,0.1,0.4
280,health,"Glass shortage, shipping delays slowing down Savanna production - manufacturer",,1.0,0.1,0.0
281,health,Moderna says new data supports its COVID vaccine for kids 6 to 11,,0.7,0.0,0.1
282,health,"Jeff Probst Doesn’t Cut His Hair Through ‘Survivor’ Season 41 or 42, Talks ‘Impressive Mullet’",,1.0,0.1,0.0
283,health,COP26: Funding Innovation Crucial for Strengthening Climate-Stressed Food Systems,,0.5,0.0,0.4
284,health,"Planet, prosperity and people constitute key talking points in latest G20 summit briefing book",,0.8,0.0,0.2
285,health,‘Curb Your Enthusiasm’: Larry David’s Biggest Annoyance in Premiere Was This Aspect of COVID-19,,0.6,0.4,0.0
286,health,Fauci predicts Covid shots for kids five to 11 will be available by early November - The Guardian,,1.0,0.0,0.0
287,health,"Social distancing in the South Stand? Sevens won’t be the same, but this could be Hong Kong Stadium’s last hurrah",,0.8,0.1,0.2
288,health,COVID-19 in Alberta: 25 more deaths as province adds 1.6K weekend cases,,1.0,0.1,0.2
289,health,Military to support Saskatchewan with up to six critical care nursing officers,,0.8,0.1,0.2
290,health,"Ed Sheeran tests positive for COVID, cancels in-person performances, interviews",,1.0,0.0,0.2
291,health,Namibia halts use of Sputnik jabs after SAfrican HIV fears,,1.0,0.1,0.0
292,health,31 new COVID cases in South Coastal A.P.,,0.8,0.1,0.0
293,health,COVID-19 outbreak in asylum seeker hotel is a national scandal - The Age,,1.0,0.1,0.0
294,health,Australia looks to roll out Covid-19 booster shots soon as curbs ease,,0.3,0.4,0.6
295,health,‘SNL’ producers ‘scrambling’ to replace Ed Sheeran amid COVID-19 diagnosis,,0.7,0.3,0.0
296,health,NBA-Protesters show support for Irving&#039;s vaccine stance ahead of Nets game,,0.8,0.1,0.0
297,health,Leaked memo paves way for Covid Plan B but Sunak says it’s not needed ‘immediately’,,0.6,0.2,0.3
298,health,Sajid Javid ‘leaning towards’ mandatory Covid jab for NHS staff - The Guardian,,1.0,0.1,0.2
299,health,IODAI Kick Start Junior Sailing Pathway with Optimist 'National Training Week' at Malahide Yacht Club,,1.0,0.0,0.2
300,health,"EOHU recommending flu shots for area residents, as winter approaches - The Review Newspaper",,1.0,0.1,0.2
301,health,"Ontario lifts capacity limits in restaurants, gyms, casinos",,0.9,0.2,0.0
302,health,Moderna says vaccine is safe for kids 6 to 11,,1.0,0.0,0.0
303,health,Nigeira Still Battling 'Circulating Vaccine Derived Polio Virus' Type 2 - TVC News Nigeria,,1.0,0.1,0.0
304,health,"Alabama governor signs executive order to ""fight the overreaching"" vaccine mandates",,0.8,0.1,0.0
305,health,Victoria Covid update: sweeping laws to give premier power to declare pandemics,,1.0,0.0,0.0
306,health,N501Y mutation in SARS-CoV-2 Delta variant is key to breakthrough infections - News-Medical.Net,,1.0,0.1,0.2
307,health,"B.C.’s COVID-19 case rate starts to decline, 20 more deaths in 3 days - Mission City Record",,1.0,0.0,0.2
308,health,Parents more hesitant to vaccinate their kids against COVID-19. Here’s why,,0.6,0.1,0.2
309,health,Intel CEO: COVID is 'just a huge accelerant in the digitization of humanity',,0.8,0.1,0.0
310,health,Gottlieb says kids could start getting COVID vaccine as soon as November 4,,0.8,0.0,0.0
311,health,58 new COVID-19 cases in Salem,,1.0,0.0,0.0
312,health,COVID-19: Millions of booster jab invitations being sent out as government resists more calls for Plan B,,0.8,0.0,0.0
313,health,"One Death, 57 New Cases of COVID-19, 63 Recoveries - Government of Nova Scotia",,0.8,0.1,0.2
314,health,Africa tries to end vaccine inequity by replicating its own,,0.8,0.0,0.0
315,health,Comedy comeback: Laughing through COVID-19 with comedian Kate Davis,,1.0,0.1,0.0
316,health,Chloroprene Rubber Market Worth USD 1390 million by 2027| CAGR of 4.6% : Qualiket Research,,0.8,0.0,0.2
317,health,Fauci says it's 'very likely' kids 5-11 will be able to get COVID vaccinations by early November - Daily Mail,,0.8,0.1,0.2
318,health,Bucs Fan Who Returned Tom Brady's Ball Has One Request,,0.9,0.1,0.2
319,health,Box Office: ‘Dune’ Nabs $40M Debut To Top $220M Global,,0.1,0.1,1.0
320,health,Apple releases iOS 15.1 with SharePlay and more iPhone 13 Pro camera options - The Verge,,1.0,0.0,0.0
321,health,"Feels like America has accepted Formula One, says Hamilton",,0.6,0.0,0.2
322,health,Ed Sheeran tests positive for COVID-19,,0.8,0.1,0.2
323,health,Ed Sheeran has COVID-19. Will he still appear on ‘The Voice’? ,,0.8,0.2,0.1
324,health,TNRD audit delayed due to expanded scope of investigation,,1.0,0.1,0.0
325,health,"Bavarian Podcast Works S4E12: Joshua Kimmich’s vaccine decision, Bundesliga marketing vs El Clasico hype, Lewy vs Haaland, and more!",,1.0,0.2,0.1
326,health,‘Dancing With the Stars’ Fans Freak out Over Derek Hough’s Major Announcement,,1.0,0.0,0.0
327,health,COVID-19 Vaccination: NLC Cautions Against Use Of Force,,1.0,0.0,0.0
328,health,Ed Sheeran tests positive for COVID-19,,0.8,0.0,0.0
329,health,"Covid-19 deaths (Oct 26): 92 reported fatalities, total at 28,492",,1.0,0.1,0.0
330,health,Ed Sheeran reveals he has tested positive for Covid and is self-isolating - The Independent,,1.0,0.1,0.2
331,health,Fintech’s growing role in the healthcare revolution,,0.9,0.1,0.3
332,health,"Covid LIVE: 'Impossible to book' Fury as vulnerable pensioners, 90, face booster jab chaos",,0.8,0.0,0.0
333,health,'Need to happen now!' Scientist calls for more social distancing to prevent NHS crisis,,0.8,0.0,0.0
334,health,UK&#039;s Prince Charles to visit Jordan and Egypt,,0.8,0.1,0.0
335,health,Singer-songwriter Ed Sheeran reveals he has tested positive for Covid-19,,1.0,0.0,0.0
336,health,Neville Power and son Nick ‘breached COVID restrictions on private helicopter flight from Queensland to WA’,,1.0,0.1,0.0
337,health,"Fillier scores 2, Canada beats US again in women’s hockey",,0.4,0.7,0.0
338,health,You’s Penn Badgley and Victoria Pedretti reveal secret struggle behind season 3’s steamy sex scenes,,0.7,0.2,0.0
339,health,Biden average approval rating dips to new low: FiveThirtyEight | TheHill - The Hill,,1.0,0.0,0.2
340,health,"Covid-19: Only 107 of 5,666 new cases show serious symptoms, says Health DG",,0.8,0.1,0.0
341,health,"Vic has 1510 COVID-19 cases, four deaths",,1.0,0.1,0.0
342,health,Lessons unlearned from past pandemics,,0.8,0.4,0.1
343,health,"COVID-19: Outbreak at closed Ottawa school continues to grow; Restaurants and gyms can open at full capacity, Ontario reports 326 new cases - Ottawa Citizen",,1.0,0.0,0.0
344,health,"Fauci fires back at Rand Paul for slam on tonight's ""Axios on HBO"" - Axios",,0.8,0.0,0.2
345,health,COVID-19 vaccinations on rise following release of Queensland's roadmap - ABC News,,0.8,0.0,0.2
346,health,"Exclusion zones needed to block ‘idiot’ anti-vaxxers from holding protests outside schools, UK health secretary says",,0.1,0.7,0.1
347,health,Pediatric vaccines will 'very likely' be available 1st or 2nd week of November: Fauci - ABC News,,0.8,0.1,0.0
348,health,"MA63: Sabah hopes its claims be considered in amending Federal Constitution, says CM",,0.8,0.1,0.1
349,health,"Covid-19 accelerated digital transformation in all aspects of life, says PM",,1.0,0.0,0.2
350,health,EU drug regulator OKs booster doses of Moderna’s COVID shot,,1.0,0.1,0.0
351,health,China says 76% of population have received complete doses of COVID-19 vaccines,,1.0,0.0,0.0
352,health,COVID-19's route from pandemic to endemic,,1.0,0.1,0.0
353,health,No new Covid-19 cases recorded in Andaman & Nicobar Islands in past 24 hours,,1.0,0.1,0.2
354,health,Inquest into COVID-19 deaths at Quebec long-term care home hears from final witnesses,,0.1,1.0,0.0
355,health,"Singer Ed Sheeran tests positive for COVID-19, will do performances from home - ABC News",,1.0,0.1,0.2
356,health,Ed Sheeran positif à la Covid-19 : Terence James (The Voice All-Stars) testé ce matin,,0.8,0.1,0.2
357,health,"Ontario reports 370 COVID-19 cases, one new virus-related death",,0.8,0.1,0.0
358,health,"Parents more hesitant to vaccinate kids than themselves, researcher says",,1.0,0.1,0.2
359,health,PKR man sees possible five-cornered fight in Marudi,,0.9,0.2,0.3
360,health,Mandatory vaccinations for hospital visitors starting Nov. 1: LHSC,,1.0,0.0,0.0
361,health,"117 patients, staff at polyclinic given wrong vaccine doses",,1.0,0.0,0.0
362,health,NSW eyes relaxing more Covid rules early as vaccine target nears,,0.8,0.0,0.0
363,health,Europe drug regulator backs use of Moderna’s COVID-19 booster vaccine,,1.0,0.1,0.2
364,health,GP education department urges parents to help distressed pupils during exams,,0.8,0.1,0.0
365,health,Manitobans can now get federal proof of COVID-19 vaccination for travel - Vancouver Is Awesome,,0.8,0.1,0.0
366,health,Survey to identify people yet to get one dose of COVID-19 vaccine,,0.8,0.1,0.2
367,health,Quebec reports 429 new COVID-19 cases and two more deaths,,0.8,0.1,0.2
368,health,Star hooker at centre of NRL standoff,,0.7,0.5,0.1
369,health,"Sarawak minister Abdul Karim says he prefers no open campaign, no open rally for state polls",,0.7,0.2,0.1
370,health,"Georgia man spent $57,000 of COVID relief funds on Pokemon card - New York Post",,1.0,0.0,0.0
371,health,Alabama jumps OU to No. 3; Penn State falls to 20th,,0.2,1.0,0.0
372,health,Coronavirus: What's happening in Canada and around the world on Sunday - CBC.ca,,1.0,0.1,0.2
373,health,Drug overdoses surge at Limerick homeless shelter during pandemic,,0.2,0.9,0.0
374,health,"Australia Post, NBN pay out $300 million in bonuses during COVID",,0.8,0.0,0.2
375,health,B.C. lifting venue capacity limits across much of the province as COVID-19 cases ease,,0.8,0.1,0.2
376,health,The Spooktacular Pumpkin Walk is back at Mission Creek Regional Park (Kelowna),,0.8,0.0,0.0
377,health,Fillier scores twice as Canada beats U.S. again in women’s hockey,,0.2,0.7,0.2
378,health,Increase in number of people registering for Covid-19 vaccine - HSE,,0.8,0.0,0.2
379,health,Negros Oriental appeals Alert Level 4 status,,0.1,1.0,0.1
380,health,Eight things we learned from the Facebook Papers,,0.7,0.3,0.0
381,health,"Kevin King, Preston Smith listed as limited practice participants",,1.0,0.0,0.2
382,health,COVID-19 live updates: Victorian business groups say Friday will be a day of celebration when more COVID restrictions ease - ABC News,,1.0,0.0,0.2
383,health,Ed Sheeran self-isolates after testing positive for Covid-19,,0.8,0.1,0.2
384,health,Province Reports 36 New Cases of COVID-19 Today - VOCM,,0.8,0.1,0.2
385,health,Neville Power and son Nick 'breached COVID restrictions on private helicopter flight from Queensland to WA' - The West Australian,,0.8,0.0,0.0
386,health,Vaccine mandate for B.C. health-care workers to take effect Tuesday,,1.0,0.0,0.2
387,health,Stansted and Southend Airport: PCR Covid test rules change for families travelling over half-term - Essex Live,,1.0,0.0,0.2
388,health,"Ed Sheeran tests positive for coronavirus, singer says on Instagram - The Washington Post",,1.0,0.0,0.0
389,health,AAMSU Moves Gauhati HC Against Satya Ranjan Borah For His Derogatory Remarks,,0.1,0.7,0.0
390,health,COVID-19: Ed Sheeran tests positive for coronavirus - but says he will gig from home - Sky News,,1.0,0.1,0.0
391,health,Vaccines for kids under 12 'very likely' to be available 1st or 2nd week of November: Fauci,,1.0,0.1,0.2
392,health,"Florida Gov. Ron DeSantis says he wants to give police officers a $5,000 bonus to move to Florida, where they can escape vaccine mandates",,0.8,0.1,0.0
393,health,Used car market likely to enjoy continued growth,,1.0,0.1,0.2
394,health,Manitobans can now get federal proof of COVID-19 vaccination for travel,,1.0,0.0,0.0
395,health,"20 more people die of COVID-19 in B.C. as 1,618 new cases recorded over 3 days",,1.0,0.0,0.2
396,health,"‘Just like history has layers, so does supernatural activity’ – pandemic trauma sparks surge in paranormal contact",,0.8,0.1,0.0
397,health,Russian COVID cases hit record high as eastern Europe imposes new curbs,,0.8,0.3,0.0
398,health,HSBC profits rise 74% as economy rebounds from Covid crisis - The Guardian,,0.8,0.0,0.2
399,health,ACT records 12 new cases of COVID-19 on Tuesday - The Canberra Times,,0.8,0.0,0.0
